"Trans #"	"Date"	"Cleared"	"Name"	"Memo"	"Account"	"Debit"	"Credit"
979	06/12/2012	"*"	"Copps"		"Assets:ISU Checking"		5.28
			"Copps"		"Expenses:Consumables:Food"	5.28	
980	05/28/2012	"*"	"Copps"		"Assets:ISU Checking"		16.41
			"Copps"	"Cracker gift for Gretyl"	"Expenses:Consumables:Food"	16.41	
981	06/09/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		7.07
			"Metcalfe's"	"donuts & milk"	"Expenses:Consumables:Food"	7.07	
982	05/28/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		2.29
			"Metcalfe's"		"Expenses:Consumables:Food"	2.29	
983	06/06/2012	"*"	"Harmons"		"Assets:ISU Checking"		7.43
			"Harmons"	"Diapers"	"Expenses:Consumables:Other"	7.43	
984	06/07/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		8.36
			"Metcalfe's"	"fruit treats"	"Expenses:Consumables:Food"	8.36	
986	07/04/2012	"*"	"Target"	"Sparklers"	"Assets:ISU Checking"		2.11
			"Target"	"Sparklers"	"Expenses:Recreation"	2.11	
987	07/11/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		4.46
			"Metcalfe's"		"Expenses:Consumables:Food"	4.46	
988	07/14/2012	"*"	"Woodman's Market"		"Assets:ISU Checking"		23.84
			"Woodman's Market"		"Expenses:Consumables:Food"	23.64	
			"Woodman's Market"	"Laffy Taffy Treat"	"Expenses:Recreation"	0.20	
989	07/06/2012	"*"	"Culver's"	"Robert's Birthday Date"	"Assets:ISU Checking"		7.16
			"Culver's"	"Robert's Birthday Date"	"Expenses:Consumables:Food"	7.16	
990	06/22/2012	"*"	"IHOP"	"Robert's Birthday Date"	"Assets:ISU Checking"		7.39
			"IHOP"	"Robert's Birthday Date"	"Expenses:Consumables:Food"	7.39	
991	07/07/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		14.04
			"Metcalfe's"		"Expenses:Consumables:Food"	14.04	
992	06/30/2012	"*"	"Copps"		"Assets:ISU Checking"		5.42
			"Copps"		"Expenses:Consumables:Food"	5.42	
993	07/12/2012	"*"	"Copps"		"Assets:ISU Checking"		7.53
			"Copps"		"Expenses:Consumables:Food"	7.53	
994	06/30/2012			"Deposit"	"Assets:UW Checking"	467.19	
			"Debbie Young"	"Feb-June"	"Income:Job Income"		467.19
995	02/29/2012			"Deposit"	"Assets:UW Checking"	114.00	
			"Debbie Young"	"Dec-Feb Hours"	"Income:Job Income"		114.00
996	07/12/2012	"*"	"Walgreens"	"Diapers"	"Assets:ISU Checking"		17.92
			"Walgreens"	"diapers"	"Expenses:Consumables:Other"	17.92	
997	06/30/2012		"Robert Carlsen"		"Income:Job Income"	0.00	
			"Robert Carlsen"		"Assets:ISU Checking"	0.00	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	0.00	
			"Big Brother"		"Expenses:Taxes:Medicare"	0.00	
			"Big Brother"		"Expenses:Taxes:Social Security"	0.00	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing Kindermusik"	"Liabilities:Accounts Payable"		58.15
			"Church of Jesus Christ of Latter Day Sain"	"Tithing Kindermusik"	"Expenses:Donations:Tithing"	58.15	
			"Robert Carlsen"		"Expenses:Medical:Insurance Payment"	0.00	
1,001	05/09/2012	"*"	"UW Health Clinic"		"Assets:ISU Checking"		27.23
			"UW Health Clinic"	"Esther prenatal appt."	"Expenses:Medical:Other"	27.23	
1,002	04/26/2012	"*"	"Associated Physicians"		"Assets:ISU Checking"		28.21
			"Associated Physicians"	"Thyroid check"	"Expenses:Medical:Other"	28.21	
1,003	04/29/2012	"*"	"UW Health Clinic"		"Assets:ISU Checking"		73.85
			"UW Health Clinic"	"Esther prenatal"	"Expenses:Medical:Other"	73.85	
1,004	05/25/2012	"*"	"UW Health Clinic"		"Assets:ISU Checking"		53.75
			"UW Health Clinic"	"Esther prenatal"	"Expenses:Medical:Other"	53.75	
1,005	02/23/2012	"*"	"Brett Carlsen"	"March phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"march phones"	"Expenses:Housing:Utilities"	40.00	
1,006	03/23/2012	"*"	"Brett Carlsen"	"April phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"April phones"	"Expenses:Housing:Utilities"	40.00	
1,007	04/23/2012	"*"	"Brett Carlsen"	"May phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"May Phones"	"Expenses:Housing:Utilities"	40.00	
1,008	05/23/2012	"*"	"Brett Carlsen"	"June phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"June phones"	"Expenses:Housing:Utilities"	40.00	
1,009	06/23/2012	"*"	"Brett Carlsen"	"July phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"July phones"	"Expenses:Housing:Utilities"	40.00	
1,010	07/23/2012	"*"	"Brett Carlsen"	"August phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"August phones"	"Expenses:Housing:Utilities"	40.00	
1,011	03/06/2012	"*"	"Thomas McGilvra"	"March Rent"	"Assets:ISU Checking"		775.00
			"Thomas McGilvra"	"March Rent"	"Expenses:Housing:Rent"	775.00	
1,012	04/06/2012	"*"	"Thomas McGilvra"	"April Rent"	"Assets:ISU Checking"		775.00
			"Thomas McGilvra"	"April Rent"	"Expenses:Housing:Rent"	775.00	
1,013	05/06/2012	"*"	"Thomas McGilvra"	"May rent"	"Assets:ISU Checking"		775.00
			"Thomas McGilvra"	"May rent"	"Expenses:Housing:Rent"	775.00	
1,014	06/06/2012	"*"	"Thomas McGilvra"	"June Rent"	"Assets:ISU Checking"		775.00
			"Thomas McGilvra"	"June Rent"	"Expenses:Housing:Rent"	775.00	
1,015	07/06/2012	"*"	"Thomas McGilvra"	"July Rent"	"Assets:ISU Checking"		775.00
			"Thomas McGilvra"	"July Rent"	"Expenses:Housing:Rent"	775.00	
1,016	08/06/2012	"*"	"Thomas McGilvra"	"August Rent"	"Assets:ISU Checking"		775.00
			"Thomas McGilvra"	"August Rent"	"Expenses:Housing:Rent"	775.00	
1,017	01/11/2012	"*"	"Madison Expenses:Transportation:Gas & Electric"		"Assets:ISU Checking"		41.47
			"Madison Expenses:Transportation:Gas & Electric"		"Expenses:Housing:Utilities"	41.47	
1,018	02/11/2012	"*"	"Madison Expenses:Transportation:Gas & Electric"		"Assets:ISU Checking"		39.91
			"Madison Expenses:Transportation:Gas & Electric"		"Expenses:Housing:Utilities"	39.91	
1,019	03/11/2012	"*"	"Madison Expenses:Transportation:Gas & Electric"		"Assets:ISU Checking"		40.06
			"Madison Expenses:Transportation:Gas & Electric"		"Expenses:Housing:Utilities"	40.06	
1,020	04/11/2012	"*"	"Madison Expenses:Transportation:Gas & Electric"		"Assets:ISU Checking"		36.98
			"Madison Expenses:Transportation:Gas & Electric"		"Expenses:Housing:Utilities"	36.98	
1,021	05/11/2012	"*"	"Madison Expenses:Transportation:Gas & Electric"		"Assets:ISU Checking"		42.77
			"Madison Expenses:Transportation:Gas & Electric"		"Expenses:Housing:Utilities"	42.77	
1,022	06/11/2012	"*"	"Madison Expenses:Transportation:Gas & Electric"		"Assets:ISU Checking"		35.70
			"Madison Expenses:Transportation:Gas & Electric"		"Expenses:Housing:Utilities"	35.70	
1,023	07/11/2012	"*"	"Madison Expenses:Transportation:Gas & Electric"		"Assets:ISU Checking"		46.46
			"Madison Expenses:Transportation:Gas & Electric"		"Expenses:Housing:Utilities"	46.46	
1,024	03/14/2012	"*"	"Charter Communications"	"internet"	"Assets:ISU Checking"		36.91
			"Charter Communications"	"internet"	"Expenses:Housing:Utilities"	36.91	
1,025	04/13/2012	"*"	"Charter Communications"	"Internet"	"Assets:ISU Checking"		36.91
			"Charter Communications"	"Internet"	"Expenses:Housing:Utilities"	36.91	
1,026	05/13/2012	"*"	"Charter Communications"	"internet"	"Assets:ISU Checking"		36.91
			"Charter Communications"	"internet"	"Expenses:Housing:Utilities"	36.91	
1,027	06/13/2012	"*"	"Charter Communications"	"internet"	"Assets:ISU Checking"		36.91
			"Charter Communications"	"internet"	"Expenses:Housing:Utilities"	36.91	
1,028	07/13/2012	"*"	"Charter Communications"	"internet"	"Assets:ISU Checking"		36.91
			"Charter Communications"	"internet"	"Expenses:Housing:Utilities"	36.91	
1,029	02/01/2012		"Robert Carlsen"		"Income:Job Income"		1,700.00
			"Robert Carlsen"		"Assets:ISU Checking"	1,548.83	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	50.67	
			"Big Brother"		"Expenses:Taxes:Medicare"	0.00	
			"Big Brother"		"Expenses:Taxes:Social Security"	0.00	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		155.00
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	155.00	
			"Robert Carlsen"		"Expenses:Medical:Insurance Payment"	100.50	
1,030	03/01/2012		"Robert Carlsen"		"Income:Job Income"		1,700.00
			"Robert Carlsen"		"Assets:ISU Checking"	1,548.83	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	50.67	
			"Big Brother"		"Expenses:Taxes:Medicare"	0.00	
			"Big Brother"		"Expenses:Taxes:Social Security"	0.00	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		155.00
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	155.00	
			"Robert Carlsen"		"Expenses:Medical:Insurance Payment"	100.50	
1,031	04/01/2012		"Robert Carlsen"		"Income:Job Income"		1,700.00
			"Robert Carlsen"		"Assets:ISU Checking"	1,548.83	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	50.67	
			"Big Brother"		"Expenses:Taxes:Medicare"	0.00	
			"Big Brother"		"Expenses:Taxes:Social Security"	0.00	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		155.00
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	155.00	
			"Robert Carlsen"		"Expenses:Medical:Insurance Payment"	100.50	
1,032	05/01/2012		"Robert Carlsen"		"Income:Job Income"		1,700.00
			"Robert Carlsen"		"Assets:ISU Checking"	1,548.83	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	50.67	
			"Big Brother"		"Expenses:Taxes:Medicare"	0.00	
			"Big Brother"		"Expenses:Taxes:Social Security"	0.00	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		155.00
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	155.00	
			"Robert Carlsen"		"Expenses:Medical:Insurance Payment"	100.50	
1,033	06/01/2012		"Robert Carlsen"		"Income:Job Income"		1,700.00
			"Robert Carlsen"		"Assets:ISU Checking"	1,548.83	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	50.67	
			"Big Brother"		"Expenses:Taxes:Medicare"	0.00	
			"Big Brother"		"Expenses:Taxes:Social Security"	0.00	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		155.00
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	155.00	
			"Robert Carlsen"		"Expenses:Medical:Insurance Payment"	100.50	
1,034	06/29/2012		"Robert Carlsen"		"Income:Job Income"		1,700.00
			"Robert Carlsen"		"Assets:ISU Checking"	1,548.83	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	50.67	
			"Big Brother"		"Expenses:Taxes:Medicare"	0.00	
			"Big Brother"		"Expenses:Taxes:Social Security"	0.00	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		155.00
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	155.00	
			"Robert Carlsen"		"Expenses:Medical:Insurance Payment"	100.50	
1,035	04/02/2012	"*"		"Deposit"	"Assets:ISU Checking"	529.20	
			"University of Wisconsin"	"texas austin cyclus workshop travel reimbursment"	"Expenses:Uncategorized Expense"		529.20
1,036	04/20/2012	"*"		"Deposit"	"Assets:ISU Checking"	4,274.00	
			"Big Brother"	"2011 tax return refund"	"Expenses:Taxes:State"		144.00
			"Big Brother"	"2011 tax return refund"	"Expenses:Taxes:Federal"		4,130.00
1,037	01/06/2012	"*"	"Dental Health"	"filling"	"Assets:ISU Checking"		88.00
			"Dental Health"	"filling"	"Expenses:Medical:Other"	88.00	
1,038	06/19/2012	"*"	"Woodman's Market"		"Assets:ISU Checking"		47.31
			"Woodman's Market"		"Expenses:Consumables:Food"	37.31	
			"Woodman's Market"		"Expenses:Consumables:Other"	10.00	
1,039	01/04/2012	"*"	"Delta Airlines"	"checked luggage"	"Assets:ISU Checking"		25.00
			"Delta Airlines"	"checked luggage"	"Expenses:Recreation"	25.00	
1,040	01/07/2012	"*"	"Amazon.com"		"Assets:ISU Checking"		50.51
			"Amazon.com"	"webcam"	"Expenses:Home:Office Supplies"	29.44	
			"Amazon.com"	"cs 838 book"	"Expenses:Education:Books and Fees"	21.07	
1,041	01/09/2012	"*"		"Deposit"	"Assets:ISU Checking"	95.15	
			"Amazon.com"	"sold engr stats book"	"Expenses:Education:Books and Fees"		95.15
1,042	01/21/2012	"*"	"Walgreens"	"esther medication"	"Assets:ISU Checking"		42.70
			"Walgreens"	"esther medication"	"Expenses:Medical:Other"	20.70	
			"Walgreens"	"diapers"	"Expenses:Consumables:Other"	22.00	
1,043	01/24/2012	"*"	"University of Wisconsin"	"transcript"	"Assets:ISU Checking"		10.00
			"University of Wisconsin"	"transcript"	"Expenses:Education:Other"	10.00	
1,044	01/24/2012	"*"	"Idaho Expenses:Taxes:State University"	"transcript"	"Assets:ISU Checking"		5.00
			"Idaho Expenses:Taxes:State University"	"transcript for neup"	"Expenses:Education:Other"	5.00	
1,045	01/25/2012	"*"	"University of Wisconsin"	"semester fees"	"Assets:ISU Checking"		539.48
			"University of Wisconsin"	"semester fees"	"Expenses:Education:Books and Fees"	539.48	
1,046	01/31/2012	"*"		"Interest"	"Assets:ISU Checking"	26.06	
				"Interest"	"Income:Interest Received"		26.06
1,047	01/23/2012			"Deposit"	"Assets:ISU Savings"	0.57	
			"UW Credit Union"	"test deposit security amts"	"Income:Uncategorized Income"		0.22
			"UW Credit Union"	"test deposit security amts"	"Income:Uncategorized Income"		0.35
1,048	01/31/2012			"Interest"	"Assets:ISU Savings"	0.63	
				"Interest"	"Income:Interest Received"		0.63
1,049	02/06/2012			"Funds Transfer"	"Assets:ISU Savings"		2,000.00
				"Funds Transfer"	"Assets:UW Savings"	2,000.00	
1,050	02/10/2012			"Funds Transfer"	"Assets:ISU Savings"		2,000.00
				"Funds Transfer"	"Assets:UW Savings"	2,000.00	
1,051	02/29/2012			"Interest"	"Assets:ISU Savings"	0.47	
				"Interest"	"Income:Interest Received"		0.47
1,052	02/05/2012	"*"	"UW Health Clinic"	"labs"	"Assets:ISU Checking"		8.32
			"UW Health Clinic"	"labs esther"	"Expenses:Medical:Other"	8.32	
1,053	02/14/2012	"*"	"Idaho Expenses:Taxes:State University"	"transcript"	"Assets:ISU Checking"		5.00
			"Idaho Expenses:Taxes:State University"	"transcript for neup or nsf"	"Expenses:Education:Other"	5.00	
1,054	02/25/2012	"*"	"Shutterfly"	"pics"	"Assets:ISU Checking"		1.04
			"Shutterfly"	"pics"	"Expenses:Bananas"	1.04	
1,055	02/25/2012	"*"	"Walgreens"	"esther medication"	"Assets:ISU Checking"		15.00
			"Walgreens"	"esther medication"	"Expenses:Medical:Other"	15.00	
1,056	02/29/2012	"*"		"Interest"	"Assets:ISU Checking"	24.26	
				"Interest"	"Income:Interest Received"		24.26
1,057	03/31/2012			"Interest"	"Assets:ISU Savings"	0.46	
				"Interest"	"Income:Interest Received"		0.46
1,058	03/02/2012	"*"	"Ace Hardware"	"contact paper"	"Assets:ISU Checking"		0.95
			"Ace Hardware"	"contact paper"	"Expenses:Bananas"	0.95	
1,059	03/23/2012	"*"	"Copps"		"Assets:ISU Checking"		11.19
			"Copps"		"Expenses:Consumables:Food"	11.19	
1,060	03/28/2012	"*"	"Walgreens"	"diapers"	"Assets:ISU Checking"		10.55
			"Walgreens"	"diapers"	"Expenses:Consumables:Other"	10.55	
1,061	03/31/2012	"*"		"Interest"	"Assets:ISU Checking"	26.06	
				"Interest"	"Income:Interest Received"		26.06
1,062	03/16/2012			"Funds Transfer"	"Assets:ISU Savings"		2,000.00
				"Funds Transfer"	"Assets:UW Savings"	2,000.00	
1,063	04/30/2012			"Interest"	"Assets:ISU Savings"	0.41	
				"Interest"	"Income:Interest Received"		0.41
1,064	04/05/2012	"*"	"Ace Hardware"	"???"	"Assets:ISU Checking"		5.89
			"Ace Hardware"	"???"	"Expenses:Home:Tools"	5.89	
1,065	04/07/2012	"*"	"Ace Hardware"		"Assets:ISU Checking"		12.11
			"Ace Hardware"		"Expenses:Home:Tools"	12.11	
1,066	04/15/2012	"*"	"Delta Airlines"	"plane ticket to idaho"	"Assets:ISU Checking"		271.20
			"Delta Airlines"	"plane ticket to idaho"	"Expenses:Recreation"	271.20	
1,067	04/15/2012	"*"	"Delta Airlines"	"plane ticket to idaho"	"Assets:ISU Checking"		271.20
			"Delta Airlines"	"plane ticket to idaho"	"Expenses:Recreation"	271.20	
1,068	04/16/2012	"*"	"Target"	"diapers/wipes"	"Assets:ISU Checking"		23.86
			"Target"	"diapers/wipes"	"Expenses:Consumables:Other"	23.86	
1,069	04/30/2012	"*"		"Interest"	"Assets:ISU Checking"	25.59	
				"Interest"	"Income:Interest Received"		25.59
1,070	05/31/2012			"Interest"	"Assets:ISU Savings"	0.38	
				"Interest"	"Income:Interest Received"		0.38
1,071	05/04/2012	"*"		"Deposit"	"Assets:ISU Checking"	2.00	
			"Expenses:Taxes:State of Idaho"	"2011 tax return refund"	"Expenses:Taxes:State"		2.00
1,072	05/14/2012	"*"	"Amazon.com"	"jogger bearings"	"Assets:ISU Checking"		7.15
			"Amazon.com"	"jogger bearings"	"Expenses:Home:Other"	7.15	
1,073	05/16/2012	"*"	"Walgreens"	"esther medication"	"Assets:ISU Checking"		15.00
			"Walgreens"	"esther medication"	"Expenses:Medical:Other"	15.00	
1,074	05/17/2012	"*"	"bannock County Sherrif"	"robert driver license renewal"	"Assets:ISU Checking"		31.00
			"bannock County Sherrif"	"robert driver license renewal"	"Expenses:Transportation:Other"	31.00	
1,075	05/25/2012	"*"	"Ace Hardware"	"tools, potting dirt, and misc"	"Assets:ISU Checking"		52.69
			"Ace Hardware"	"insect dust and repellant"	"Expenses:Consumables:Other"	12.00	
			"Ace Hardware"	"tools, potting dirt"	"Expenses:Home:Tools"	40.69	
1,076	05/31/2012	"*"		"Interest"	"Assets:ISU Checking"	27.00	
				"Interest"	"Income:Interest Received"		27.00
1,077	06/16/2012	"*"	"Amazon.com"	"note cards, bike wrench, Chaos book"	"Assets:ISU Checking"		29.89
			"Amazon.com"	"note cards"	"Expenses:Education:Other"	10.00	
			"Amazon.com"	"cone wrench"	"Expenses:Home:Tools"	6.61	
			"Amazon.com"	"Chaos book"	"Expenses:Bananas"	13.28	
1,078	06/21/2012	"*"	"University of Wisconsin"	"summer fees"	"Assets:ISU Checking"		271.24
			"University of Wisconsin"	"summer fees"	"Expenses:Education:Books and Fees"	271.24	
1,079	06/30/2012	"*"		"Interest"	"Assets:ISU Checking"	26.20	
				"Interest"	"Income:Interest Received"		26.20
1,080	06/15/2012			"Funds Transfer"	"Assets:ISU Savings"		4,000.00
				"Funds Transfer"	"Assets:UW Savings"	4,000.00	
1,081	06/30/2012			"Interest"	"Assets:ISU Savings"	0.28	
				"Interest"	"Income:Interest Received"		0.28
1,082	08/06/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		9.02
			"Metcalfe's"		"Expenses:Consumables:Food"	9.02	
1,083	08/18/2012	"*"	"Copps"		"Assets:ISU Checking"		4.48
			"Copps"		"Expenses:Consumables:Food"	4.48	
1,084	08/18/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		10.13
			"Metcalfe's"		"Expenses:Consumables:Food"	10.13	
1,085	08/16/2012	"*"	"Woodman's Market"		"Assets:ISU Checking"		55.22
			"Woodman's Market"		"Expenses:Consumables:Food"	55.22	
1,086	08/16/2012	"*"	"Jo-Ann"	"Esther Crochet Hooks"	"Assets:ISU Checking"		3.15
			"Jo-Ann"	"Esther Crochet Hooks"	"Expenses:Bananas"	3.15	
1,088	08/08/2012	"*"	"Copps"		"Assets:ISU Checking"		5.00
			"Copps"		"Expenses:Consumables:Food"	5.00	
1,089	08/08/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		1.99
			"Metcalfe's"		"Expenses:Consumables:Food"	1.99	
1,090	08/14/2012	"*"	"Copps"		"Assets:ISU Checking"		4.54
			"Copps"		"Expenses:Consumables:Food"	4.54	
1,091	07/23/2012	"*"	"Copps"		"Assets:ISU Checking"		37.18
			"Copps"		"Expenses:Consumables:Food"	37.18	
1,092	07/18/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		1.99
			"Metcalfe's"		"Expenses:Consumables:Food"	1.99	
1,093	07/19/2012	"*"	"Aldi's"		"Assets:ISU Checking"		5.37
			"Aldi's"		"Expenses:Consumables:Food"	5.37	
1,094	07/19/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		3.84
			"Metcalfe's"		"Expenses:Consumables:Food"	3.84	
1,095	07/19/2012	"*"	"Copps"		"Assets:ISU Checking"		12.25
			"Copps"		"Expenses:Consumables:Food"	12.25	
1,096	08/10/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		1.35
			"Metcalfe's"		"Expenses:Consumables:Food"	1.35	
1,097	09/28/2012	"*"	"Metcalfe's"	"ice-cream"	"Assets:ISU Checking"		5.89
			"Metcalfe's"	"ice-cream"	"Expenses:Bananas"	5.89	
1,098	09/25/2012	"*"	"Walgreens"	"Diapers"	"Assets:ISU Checking"		6.32
			"Walgreens"	"Diapers"	"Expenses:Consumables:Other"	6.32	
1,099	09/22/2012	"*"	"Walmart"		"Assets:ISU Checking"		40.87
			"Walmart"	"Oil, Filter, and Oil Pan"	"Expenses:Transportation:Maintenance"	38.60	
			"Walmart"	"Crackers"	"Expenses:Consumables:Food"	2.27	
1,100	09/25/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		1.89
			"Metcalfe's"		"Expenses:Consumables:Food"	1.89	
1,101	09/13/2012	"*"	"Woodman's Market"		"Assets:ISU Checking"		40.97
			"Woodman's Market"		"Expenses:Consumables:Food"	38.00	
			"Woodman's Market"	"Graham Crackers, Cocoa Pebbles"	"Expenses:Bananas"	2.97	
1,102	09/06/2012	"*"	"Copps"		"Assets:ISU Checking"		2.36
			"Copps"		"Expenses:Consumables:Food"	2.36	
1,103	08/21/2012	"*"	"Walgreens"		"Assets:ISU Checking"		18.53
			"Walgreens"		"Expenses:Consumables:Food"	2.50	
			"Walgreens"	"Bubbles for Gretyl"	"Expenses:Bananas"	1.03	
			"Walgreens"	"Esther Prescription"	"Expenses:Medical:Other"	15.00	
1,104	08/17/2012	"*"	"Walgreens"	"Pictures"	"Assets:ISU Checking"		16.41
			"Walgreens"	"Pictures"	"Expenses:Bananas"	16.41	
1,105	07/28/2012	"*"	"Shell"	"Gretyl's Apple"	"Assets:ISU Checking"		0.69
			"Shell"	"Gretyl's Apple"	"Expenses:Consumables:Food"	0.69	
1,106	09/06/2012		"Walgreens"		"Assets:ISU Checking"		9.98
			"Walgreens"	"Diapers"	"Expenses:Consumables:Other"	9.98	
1,107	08/25/2012	"*"	"LDS Distribution Center"		"Assets:ISU Checking"		3.75
			"LDS Distribution Center"	"temple knee-hi"	"Expenses:Home:Clothing"	3.75	
1,108	08/11/2012	"*"	"Texas Roadhouse"	"Anniversary Dinner"	"Assets:ISU Checking"		25.12
			"Texas Roadhouse"	"Anniversary Dinner"	"Expenses:Bananas"	25.12	
1,109	08/25/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		5.97
			"Metcalfe's"		"Expenses:Consumables:Food"	5.97	
1,110	08/21/2012	"*"	"Copps"		"Assets:ISU Checking"		11.86
			"Copps"	"Razors, deodorant"	"Expenses:Consumables:Other"	9.00	
			"Copps"		"Expenses:Consumables:Food"	2.86	
1,111	09/11/2012	"*"	"Copps"		"Assets:ISU Checking"		4.42
			"Copps"		"Expenses:Consumables:Food"	4.42	
1,112	09/03/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		13.37
			"Metcalfe's"		"Expenses:Consumables:Food"	13.37	
1,113	09/11/2012	"*"	"Walgreens"		"Assets:ISU Checking"		2.49
			"Walgreens"	"milk"	"Expenses:Consumables:Food"	2.49	
1,114	09/17/2012	"*"	"Copps"		"Assets:ISU Checking"		3.01
			"Copps"		"Expenses:Consumables:Food"	3.01	
1,115	09/18/2012	"*"	"Flat Top Grill"	"Rob's Qual. Exam Celebration"	"Assets:ISU Checking"		31.00
			"Flat Top Grill"	"Rob's Qual. Exam Celebration"	"Expenses:Bananas"	31.00	
1,116	09/29/2012		"Wendy's"	"temple trip Food"	"Assets:ISU Checking"		6.28
			"Wendy's"	"temple trip Food"	"Expenses:Bananas"	6.28	
1,117	09/11/2012	"*"	"Chase Bank"		"Assets:ISU Checking"		168.26
			"Chase Bank"		"Expenses:Transportation:Gas"	168.26	
1,118	10/11/2012	"*"	"Chase Bank"		"Assets:ISU Checking"	0.00	
			"Chase Bank"		"Expenses:Transportation:Gas"	109.40	
			"Chase Bank"	"credit card points refund"	"Expenses:Transportation:Gas"		109.40
1,119	08/11/2012	"*"	"Chase Bank"		"Assets:ISU Checking"		43.24
			"Chase Bank"		"Expenses:Transportation:Gas"	43.24	
1,120	08/17/2012	"*"	"Farmer's Insurance"		"Assets:ISU Checking"		324.70
			"Farmer's Insurance"		"Expenses:Transportation:Car Insurance"	324.70	
1,121	07/17/2012	"*"	"UW Health Clinic"		"Assets:ISU Checking"		20.85
			"UW Health Clinic"	"lab and clinic"	"Expenses:Medical:Other"	20.85	
1,122	08/06/2012	"*"	"Meriter"		"Assets:ISU Checking"		35.77
			"Meriter"	"ultrasound"	"Expenses:Medical:Other"	35.77	
1,123	08/07/2012	"*"	"UW Health Clinic"		"Assets:ISU Checking"		7.32
			"UW Health Clinic"	"clinic"	"Expenses:Medical:Other"	7.32	
1,124	08/27/2012	"*"	"UW Health Clinic"		"Assets:ISU Checking"		22.89
			"UW Health Clinic"	"lab and clinic"	"Expenses:Medical:Other"	22.89	
1,125	09/06/2012	"*"	"UW Health Clinic"		"Assets:ISU Checking"		42.55
			"UW Health Clinic"	"ultrasounds"	"Expenses:Medical:Other"	42.55	
1,126	09/19/2012	"*"	"Meriter"		"Assets:ISU Checking"		28.21
			"Meriter"	"ultrasound"	"Expenses:Medical:Other"	28.21	
1,128	10/21/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		10.09
			"Metcalfe's"	"Camp-out food"	"Expenses:Consumables:Food"	10.09	
1,129	10/06/2012	"*"	"Copps"		"Assets:ISU Checking"		26.59
			"Copps"		"Expenses:Consumables:Food"	26.59	
1,130	09/27/2012	"*"	"Woodman's Market"		"Assets:ISU Checking"		83.66
			"Woodman's Market"		"Expenses:Consumables:Food"	83.66	
1,131	10/04/2012	"*"	"Amazon.com"		"Assets:ISU Checking"		10.67
			"Amazon.com"	"Rob's Pencils"	"Expenses:Home:Office Supplies"	10.67	
1,132	10/03/2012	"*"	"UW Health Clinic"		"Assets:ISU Checking"		7.68
